,Site,Measurement,DateTime,Value,detection limit,censored
954,SQ10814,Nitrate-N Nitrite-N,2016-01-20 08:54:00,0.004,0.005,<
2365,SQ30162,Nitrate-N Nitrite-N,2016-10-05 12:58:00,0.003,0.005,<
3167,SQ33056,Nitrate-N Nitrite-N,2015-01-07 10:27:00,0.002,0.005,<
3628,SQ33899,Nitrate-N Nitrite-N,2017-01-31 09:25:00,0.003,0.005,<
56,SQ10005,Total Nitrogen,2015-04-15 11:01:00,0.037,0.08,<
242,SQ10057,Total Nitrogen,2015-10-14 09:31:00,0.068,0.08,<
244,SQ10057,Total Nitrogen,2016-04-14 10:21:00,0.06,0.08,<
245,SQ10057,Total Nitrogen,2016-07-12 10:28:00,0.058,0.08,<
247,SQ10057,Total Nitrogen,2017-01-20 08:59:00,0.064,0.08,<
252,SQ10057,Total Nitrogen,2018-04-12 11:03:00,0.078,0.08,<
255,SQ10057,Total Nitrogen,2019-04-03 10:00:00,0.063,0.08,<
256,SQ10057,Total Nitrogen,2019-07-10 11:09:00,0.071,0.08,<
363,SQ10167,Total Nitrogen,2013-01-23 10:02:00,0.037,0.08,<
367,SQ10167,Total Nitrogen,2013-08-26 13:15:00,0.044,0.08,<
368,SQ10167,Total Nitrogen,2013-09-19 11:30:00,0.039,0.08,<
369,SQ10167,Total Nitrogen,2013-10-17 10:35:00,0.064,0.08,<
370,SQ10167,Total Nitrogen,2013-11-12 10:25:00,0.048,0.08,<
371,SQ10167,Total Nitrogen,2013-12-04 10:20:00,0.05,0.08,<
372,SQ10167,Total Nitrogen,2014-01-16 10:10:00,0.051,0.08,<
373,SQ10167,Total Nitrogen,2014-02-14 10:15:00,0.036,0.08,<
374,SQ10167,Total Nitrogen,2014-03-12 10:00:00,0.039,0.08,<
378,SQ10167,Total Nitrogen,2014-07-15 10:12:00,0.062,0.08,<
379,SQ10167,Total Nitrogen,2014-08-12 10:24:00,0.072,0.08,<
380,SQ10167,Total Nitrogen,2014-09-25 11:27:00,0.04,0.08,<
381,SQ10167,Total Nitrogen,2014-10-15 10:40:00,0.041,0.08,<
382,SQ10167,Total Nitrogen,2015-04-22 11:33:00,0.053,0.08,<
383,SQ10167,Total Nitrogen,2015-05-18 11:17:00,0.033,0.08,<
384,SQ10167,Total Nitrogen,2015-06-15 11:30:00,0.068,0.08,<
385,SQ10167,Total Nitrogen,2015-07-16 12:00:00,0.055,0.08,<
386,SQ10167,Total Nitrogen,2015-08-11 11:32:00,0.035,0.08,<
387,SQ10167,Total Nitrogen,2015-09-11 11:35:00,0.047,0.08,<
388,SQ10167,Total Nitrogen,2015-10-14 10:36:00,0.034,0.08,<
389,SQ10167,Total Nitrogen,2016-01-20 10:28:00,0.04,0.08,<
390,SQ10167,Total Nitrogen,2016-06-08 11:21:00,0.079,0.08,<
391,SQ10167,Total Nitrogen,2016-07-12 11:47:00,0.075,0.08,<
392,SQ10167,Total Nitrogen,2016-08-10 11:20:00,0.077,0.08,<
393,SQ10167,Total Nitrogen,2016-09-09 11:14:00,0.04,0.08,<
394,SQ10167,Total Nitrogen,2016-10-11 10:28:00,0.034,0.08,<
395,SQ10167,Total Nitrogen,2016-11-09 10:21:00,0.048,0.08,<
396,SQ10167,Total Nitrogen,2016-12-12 10:21:00,0.043,0.08,<
397,SQ10167,Total Nitrogen,2017-01-20 10:25:00,0.037,0.08,<
398,SQ10167,Total Nitrogen,2017-03-21 10:33:00,0.025,0.08,<
400,SQ10167,Total Nitrogen,2017-05-16 12:24:00,0.026,0.08,<
401,SQ10167,Total Nitrogen,2017-06-12 12:28:00,0.033,0.08,<
402,SQ10167,Total Nitrogen,2017-07-11 12:05:00,0.076,0.08,<
404,SQ10167,Total Nitrogen,2017-09-13 11:04:00,0.022,0.08,<
405,SQ10167,Total Nitrogen,2017-10-10 09:46:00,0.051,0.08,<
406,SQ10167,Total Nitrogen,2017-11-09 10:44:00,0.043,0.08,<
409,SQ10167,Total Nitrogen,2018-04-12 12:20:00,0.032,0.08,<
410,SQ10167,Total Nitrogen,2018-05-18 11:52:00,0.047,0.08,<
411,SQ10167,Total Nitrogen,2018-06-19 11:49:00,0.066,0.08,<
412,SQ10167,Total Nitrogen,2018-07-11 11:52:00,0.064,0.08,<
413,SQ10167,Total Nitrogen,2018-08-08 11:27:00,0.023,0.08,<
414,SQ10167,Total Nitrogen,2018-09-12 11:32:00,0.037,0.08,<
415,SQ10167,Total Nitrogen,2018-10-17 10:28:00,0.034,0.08,<
418,SQ10167,Total Nitrogen,2019-01-11 11:03:00,0.049,0.08,<
419,SQ10167,Total Nitrogen,2019-02-08 11:19:00,0.044,0.08,<
420,SQ10167,Total Nitrogen,2019-04-03 11:38:00,0.029,0.08,<
421,SQ10167,Total Nitrogen,2019-05-16 11:47:00,0.04,0.08,<
422,SQ10167,Total Nitrogen,2019-06-12 11:51:00,0.066,0.08,<
423,SQ10167,Total Nitrogen,2019-07-10 12:21:00,0.043,0.08,<
424,SQ10167,Total Nitrogen,2019-08-08 11:53:00,0.058,0.08,<
425,SQ10167,Total Nitrogen,2019-09-09 12:02:00,0.047,0.08,<
427,SQ10167,Total Nitrogen,2019-11-13 10:55:00,0.076,0.08,<
428,SQ10167,Total Nitrogen,2019-12-16 11:24:00,0.035,0.08,<
573,SQ10301,Total Nitrogen,2013-01-22 11:55:00,0.049,0.08,<
575,SQ10301,Total Nitrogen,2013-05-28 10:45:00,0.044,0.08,<
578,SQ10301,Total Nitrogen,2013-08-28 13:13:00,0.037,0.08,<
579,SQ10301,Total Nitrogen,2013-09-26 13:50:00,0.036,0.08,<
580,SQ10301,Total Nitrogen,2013-10-23 08:10:00,0.045,0.08,<
581,SQ10301,Total Nitrogen,2013-11-20 10:50:00,0.043,0.08,<
582,SQ10301,Total Nitrogen,2013-12-17 11:05:00,0.044,0.08,<
583,SQ10301,Total Nitrogen,2014-01-21 07:50:00,0.04,0.08,<
584,SQ10301,Total Nitrogen,2014-02-19 11:10:00,0.043,0.08,<
585,SQ10301,Total Nitrogen,2014-03-19 11:15:00,0.063,0.08,<
586,SQ10301,Total Nitrogen,2014-04-15 08:50:00,0.054,0.08,<
587,SQ10301,Total Nitrogen,2014-05-20 12:10:00,0.049,0.08,<
589,SQ10301,Total Nitrogen,2014-07-18 12:30:00,0.05,0.08,<
591,SQ10301,Total Nitrogen,2014-09-17 11:10:00,0.066,0.08,<
592,SQ10301,Total Nitrogen,2014-10-22 11:35:00,0.046,0.08,<
593,SQ10301,Total Nitrogen,2014-11-25 10:30:00,0.058,0.08,<
594,SQ10301,Total Nitrogen,2014-12-16 10:56:00,0.055,0.08,<
595,SQ10301,Total Nitrogen,2015-01-21 11:27:00,0.068,0.08,<
596,SQ10301,Total Nitrogen,2015-02-17 11:29:00,0.07,0.08,<
597,SQ10301,Total Nitrogen,2015-03-19 00:00:00,0.048,0.08,<
599,SQ10301,Total Nitrogen,2015-05-13 10:59:00,0.056,0.08,<
600,SQ10301,Total Nitrogen,2015-06-18 11:04:00,0.066,0.08,<
601,SQ10301,Total Nitrogen,2015-07-23 12:14:00,0.044,0.08,<
603,SQ10301,Total Nitrogen,2015-09-24 12:18:00,0.075,0.08,<
604,SQ10301,Total Nitrogen,2015-10-22 09:37:00,0.039,0.08,<
605,SQ10301,Total Nitrogen,2015-11-26 10:56:00,0.033,0.08,<
606,SQ10301,Total Nitrogen,2015-12-16 10:50:00,0.048,0.08,<
607,SQ10301,Total Nitrogen,2016-01-28 10:05:00,0.051,0.08,<
609,SQ10301,Total Nitrogen,2016-03-18 11:28:00,0.069,0.08,<
610,SQ10301,Total Nitrogen,2016-04-21 10:39:00,0.04,0.08,<
611,SQ10301,Total Nitrogen,2016-05-20 10:41:00,0.062,0.08,<
614,SQ10301,Total Nitrogen,2016-08-26 11:18:00,0.077,0.08,<
615,SQ10301,Total Nitrogen,2016-09-28 12:01:00,0.055,0.08,<
616,SQ10301,Total Nitrogen,2016-10-20 09:35:00,0.055,0.08,<
618,SQ10301,Total Nitrogen,2016-12-16 11:12:00,0.042,0.08,<
620,SQ10301,Total Nitrogen,2017-02-22 12:12:00,0.044,0.08,<
621,SQ10301,Total Nitrogen,2017-03-24 11:54:00,0.031,0.08,<
622,SQ10301,Total Nitrogen,2017-04-21 11:45:00,0.047,0.08,<
623,SQ10301,Total Nitrogen,2017-05-24 13:07:00,0.064,0.08,<
624,SQ10301,Total Nitrogen,2017-06-22 13:01:00,0.07,0.08,<
625,SQ10301,Total Nitrogen,2017-07-20 10:27:00,0.045,0.08,<
628,SQ10301,Total Nitrogen,2017-10-20 10:20:00,0.044,0.08,<
629,SQ10301,Total Nitrogen,2017-11-21 10:54:00,0.043,0.08,<
630,SQ10301,Total Nitrogen,2017-12-15 10:43:00,0.056,0.08,<
631,SQ10301,Total Nitrogen,2018-01-25 10:32:00,0.068,0.08,<
633,SQ10301,Total Nitrogen,2018-03-21 11:25:00,0.042,0.08,<
634,SQ10301,Total Nitrogen,2018-04-26 10:11:00,0.039,0.08,<
636,SQ10301,Total Nitrogen,2018-06-21 12:24:00,0.048,0.08,<
637,SQ10301,Total Nitrogen,2018-07-19 11:46:00,0.052,0.08,<
638,SQ10301,Total Nitrogen,2018-08-23 13:09:00,0.044,0.08,<
639,SQ10301,Total Nitrogen,2018-09-19 12:30:00,0.075,0.08,<
640,SQ10301,Total Nitrogen,2018-10-12 10:48:00,0.066,0.08,<
642,SQ10301,Total Nitrogen,2018-12-14 11:34:00,0.062,0.08,<
643,SQ10301,Total Nitrogen,2019-01-18 11:31:00,0.047,0.08,<
645,SQ10301,Total Nitrogen,2019-03-15 11:35:00,0.056,0.08,<
646,SQ10301,Total Nitrogen,2019-04-17 12:35:00,0.055,0.08,<
647,SQ10301,Total Nitrogen,2019-05-22 12:29:00,0.057,0.08,<
648,SQ10301,Total Nitrogen,2019-06-19 12:57:00,0.063,0.08,<
649,SQ10301,Total Nitrogen,2019-07-19 11:55:00,0.057,0.08,<
650,SQ10301,Total Nitrogen,2019-08-23 12:12:00,0.063,0.08,<
651,SQ10301,Total Nitrogen,2019-09-19 12:29:00,0.053,0.08,<
652,SQ10301,Total Nitrogen,2019-10-17 11:41:00,0.046,0.08,<
653,SQ10301,Total Nitrogen,2019-11-08 11:21:00,0.058,0.08,<
654,SQ10301,Total Nitrogen,2019-12-13 10:56:00,0.063,0.08,<
803,SQ10814,Total Nitrogen,2016-03-11 08:51:00,0.074,0.08,<
805,SQ10814,Total Nitrogen,2016-05-12 10:03:00,0.079,0.08,<
806,SQ10814,Total Nitrogen,2016-06-08 10:08:00,0.073,0.08,<
809,SQ10814,Total Nitrogen,2016-09-09 09:52:00,0.079,0.08,<
810,SQ10814,Total Nitrogen,2016-10-11 08:37:00,0.065,0.08,<
843,SQ10814,Total Nitrogen,2019-07-10 09:19:00,0.076,0.08,<
848,SQ10814,Total Nitrogen,2019-12-16 09:38:00,0.073,0.08,<
1119,SQ20176,Total Nitrogen,2013-02-12 09:12:00,0.055,0.08,<
1122,SQ20176,Total Nitrogen,2013-11-13 11:05:00,0.079,0.08,<
1125,SQ20176,Total Nitrogen,2014-11-04 12:24:00,0.072,0.08,<
1126,SQ20176,Total Nitrogen,2015-02-04 11:25:00,0.015,0.08,<
1129,SQ20176,Total Nitrogen,2015-11-03 12:01:00,0.073,0.08,<
1130,SQ20176,Total Nitrogen,2016-02-01 12:47:00,0.046,0.08,<
1131,SQ20176,Total Nitrogen,2016-05-03 12:52:00,0.076,0.08,<
1133,SQ20176,Total Nitrogen,2016-11-02 12:15:00,0.064,0.08,<
1134,SQ20176,Total Nitrogen,2017-02-01 12:16:00,0.073,0.08,<
1143,SQ20176,Total Nitrogen,2019-05-15 13:06:00,0.075,0.08,<
1160,SQ20177,Total Nitrogen,2013-02-12 10:32:00,0.041,0.08,<
1161,SQ20177,Total Nitrogen,2013-04-02 09:48:00,0.065,0.08,<
1162,SQ20177,Total Nitrogen,2013-05-01 10:44:00,0.065,0.08,<
1163,SQ20177,Total Nitrogen,2013-06-04 10:32:00,0.059,0.08,<
1166,SQ20177,Total Nitrogen,2013-09-02 10:54:00,0.074,0.08,<
1168,SQ20177,Total Nitrogen,2013-11-13 10:25:00,0.067,0.08,<
1169,SQ20177,Total Nitrogen,2013-12-02 10:25:00,0.046,0.08,<
1170,SQ20177,Total Nitrogen,2014-01-08 10:50:00,0.035,0.08,<
1171,SQ20177,Total Nitrogen,2014-02-03 11:00:00,0.042,0.08,<
1173,SQ20177,Total Nitrogen,2014-04-07 11:55:00,0.075,0.08,<
1179,SQ20177,Total Nitrogen,2014-10-02 00:00:00,0.061,0.08,<
1180,SQ20177,Total Nitrogen,2014-11-04 10:52:00,0.061,0.08,<
1181,SQ20177,Total Nitrogen,2014-12-01 11:02:00,0.034,0.08,<
1182,SQ20177,Total Nitrogen,2015-01-09 11:13:00,0.018,0.08,<
1183,SQ20177,Total Nitrogen,2015-02-04 10:41:00,0.012,0.08,<
1184,SQ20177,Total Nitrogen,2015-03-02 00:00:00,0.031,0.08,<
1185,SQ20177,Total Nitrogen,2015-04-07 11:17:00,0.032,0.08,<
1186,SQ20177,Total Nitrogen,2015-05-06 11:27:00,0.076,0.08,<
1190,SQ20177,Total Nitrogen,2015-09-02 11:43:00,0.063,0.08,<
1192,SQ20177,Total Nitrogen,2015-11-03 11:22:00,0.049,0.08,<
1194,SQ20177,Total Nitrogen,2016-01-07 11:40:00,0.025,0.08,<
1195,SQ20177,Total Nitrogen,2016-02-01 12:14:00,0.034,0.08,<
1196,SQ20177,Total Nitrogen,2016-03-03 11:12:00,0.021,0.08,<
1197,SQ20177,Total Nitrogen,2016-04-05 11:55:00,0.042,0.08,<
1198,SQ20177,Total Nitrogen,2016-05-03 12:03:00,0.036,0.08,<
1200,SQ20177,Total Nitrogen,2016-07-05 11:40:00,0.062,0.08,<
1202,SQ20177,Total Nitrogen,2016-09-01 12:58:00,0.06,0.08,<
1203,SQ20177,Total Nitrogen,2016-10-04 11:29:00,0.047,0.08,<
1204,SQ20177,Total Nitrogen,2016-11-02 11:30:00,0.055,0.08,<
1205,SQ20177,Total Nitrogen,2016-12-05 11:43:00,0.072,0.08,<
1206,SQ20177,Total Nitrogen,2017-01-10 11:17:00,0.027,0.08,<
1207,SQ20177,Total Nitrogen,2017-02-01 11:35:00,0.074,0.08,<
1208,SQ20177,Total Nitrogen,2017-03-08 12:08:00,0.033,0.08,<
1217,SQ20177,Total Nitrogen,2017-12-06 11:49:00,0.033,0.08,<
1218,SQ20177,Total Nitrogen,2018-01-10 11:30:00,0.079,0.08,<
1219,SQ20177,Total Nitrogen,2018-02-01 10:44:00,0.067,0.08,<
1230,SQ20177,Total Nitrogen,2019-01-09 11:44:00,0.079,0.08,<
1234,SQ20177,Total Nitrogen,2019-05-15 12:27:00,0.075,0.08,<
1236,SQ20177,Total Nitrogen,2019-07-02 12:25:00,0.058,0.08,<
1665,SQ20725,Total Nitrogen,2019-04-05 09:40:00,0.073,0.08,<
1676,SQ20785,Total Nitrogen,2013-05-27 09:08:00,0.049,0.08,<
1680,SQ20785,Total Nitrogen,2013-09-25 09:10:00,0.078,0.08,<
1682,SQ20785,Total Nitrogen,2013-11-19 07:55:00,0.061,0.08,<
1683,SQ20785,Total Nitrogen,2013-12-16 08:30:00,0.048,0.08,<
1684,SQ20785,Total Nitrogen,2014-01-20 07:55:00,0.046,0.08,<
1685,SQ20785,Total Nitrogen,2014-02-18 08:25:00,0.033,0.08,<
1686,SQ20785,Total Nitrogen,2014-03-18 08:40:00,0.071,0.08,<
1687,SQ20785,Total Nitrogen,2014-04-14 09:15:00,0.055,0.08,<
1688,SQ20785,Total Nitrogen,2014-05-19 09:45:00,0.05,0.08,<
1691,SQ20785,Total Nitrogen,2014-08-18 10:32:00,0.078,0.08,<
1692,SQ20785,Total Nitrogen,2014-09-16 10:15:00,0.079,0.08,<
1693,SQ20785,Total Nitrogen,2014-10-21 09:07:00,0.077,0.08,<
1695,SQ20785,Total Nitrogen,2014-12-15 09:18:00,0.053,0.08,<
1696,SQ20785,Total Nitrogen,2015-01-19 09:06:00,0.058,0.08,<
1697,SQ20785,Total Nitrogen,2015-02-16 09:03:00,0.048,0.08,<
1698,SQ20785,Total Nitrogen,2015-03-18 08:56:00,0.043,0.08,<
1699,SQ20785,Total Nitrogen,2015-04-13 10:23:00,0.053,0.08,<
1700,SQ20785,Total Nitrogen,2015-05-12 09:52:00,0.053,0.08,<
1701,SQ20785,Total Nitrogen,2015-06-17 09:46:00,0.067,0.08,<
1706,SQ20785,Total Nitrogen,2015-11-25 08:30:00,0.067,0.08,<
1707,SQ20785,Total Nitrogen,2015-12-15 08:31:00,0.056,0.08,<
1708,SQ20785,Total Nitrogen,2016-01-26 08:23:00,0.058,0.08,<
1709,SQ20785,Total Nitrogen,2016-02-18 08:40:00,0.065,0.08,<
1710,SQ20785,Total Nitrogen,2016-03-17 08:19:00,0.061,0.08,<
1711,SQ20785,Total Nitrogen,2016-04-19 09:27:00,0.042,0.08,<
1712,SQ20785,Total Nitrogen,2016-05-19 09:15:00,0.068,0.08,<
1713,SQ20785,Total Nitrogen,2016-06-21 09:20:00,0.072,0.08,<
1715,SQ20785,Total Nitrogen,2016-08-25 08:57:00,0.076,0.08,<
1716,SQ20785,Total Nitrogen,2016-09-27 08:21:00,0.069,0.08,<
1719,SQ20785,Total Nitrogen,2016-12-15 12:07:00,0.077,0.08,<
1720,SQ20785,Total Nitrogen,2017-01-24 08:08:00,0.064,0.08,<
1721,SQ20785,Total Nitrogen,2017-02-21 08:07:00,0.072,0.08,<
1722,SQ20785,Total Nitrogen,2017-03-23 08:18:00,0.052,0.08,<
1724,SQ20785,Total Nitrogen,2017-05-23 09:13:00,0.057,0.08,<
1725,SQ20785,Total Nitrogen,2017-06-21 09:07:00,0.062,0.08,<
1732,SQ20785,Total Nitrogen,2018-01-23 08:10:00,0.077,0.08,<
1734,SQ20785,Total Nitrogen,2018-03-20 08:21:00,0.051,0.08,<
1739,SQ20785,Total Nitrogen,2018-08-22 08:45:00,0.077,0.08,<
1741,SQ20785,Total Nitrogen,2018-10-10 07:42:00,0.068,0.08,<
1744,SQ20785,Total Nitrogen,2019-01-16 07:32:00,0.067,0.08,<
1745,SQ20785,Total Nitrogen,2019-02-13 07:34:00,0.06,0.08,<
1747,SQ20785,Total Nitrogen,2019-04-15 08:34:00,0.054,0.08,<
1748,SQ20785,Total Nitrogen,2019-05-21 08:33:00,0.065,0.08,<
1755,SQ20785,Total Nitrogen,2019-12-12 10:00:00,0.073,0.08,<
1828,SQ26369,Total Nitrogen,2013-01-22 08:17:00,0.068,0.08,<
1829,SQ26369,Total Nitrogen,2013-04-22 13:18:00,0.042,0.08,<
1830,SQ26369,Total Nitrogen,2013-05-27 11:37:00,0.047,0.08,<
1833,SQ26369,Total Nitrogen,2013-08-27 12:15:00,0.056,0.08,<
1834,SQ26369,Total Nitrogen,2013-09-25 12:05:00,0.066,0.08,<
1836,SQ26369,Total Nitrogen,2013-11-19 10:40:00,0.073,0.08,<
1837,SQ26369,Total Nitrogen,2013-12-16 10:30:00,0.06,0.08,<
1841,SQ26369,Total Nitrogen,2014-04-14 12:05:00,0.068,0.08,<
1842,SQ26369,Total Nitrogen,2014-05-19 12:15:00,0.049,0.08,<
1844,SQ26369,Total Nitrogen,2014-07-17 10:33:00,0.069,0.08,<
1845,SQ26369,Total Nitrogen,2014-08-18 12:19:00,0.074,0.08,<
1847,SQ26369,Total Nitrogen,2014-10-21 11:51:00,0.072,0.08,<
1848,SQ26369,Total Nitrogen,2014-11-24 10:56:00,0.069,0.08,<
1850,SQ26369,Total Nitrogen,2015-01-19 11:45:00,0.078,0.08,<
1851,SQ26369,Total Nitrogen,2015-02-16 10:59:00,0.068,0.08,<
1852,SQ26369,Total Nitrogen,2015-03-18 11:40:00,0.052,0.08,<
1853,SQ26369,Total Nitrogen,2015-04-13 14:24:00,0.046,0.08,<
1855,SQ26369,Total Nitrogen,2015-06-17 11:46:00,0.065,0.08,<
1856,SQ26369,Total Nitrogen,2015-07-21 12:15:00,0.073,0.08,<
1858,SQ26369,Total Nitrogen,2015-09-23 12:02:00,0.068,0.08,<
1859,SQ26369,Total Nitrogen,2015-10-20 10:42:00,0.062,0.08,<
1860,SQ26369,Total Nitrogen,2015-11-25 11:05:00,0.072,0.08,<
1861,SQ26369,Total Nitrogen,2015-12-15 11:01:00,0.064,0.08,<
1862,SQ26369,Total Nitrogen,2016-01-26 10:42:00,0.074,0.08,<
1864,SQ26369,Total Nitrogen,2016-03-17 11:00:00,0.061,0.08,<
1865,SQ26369,Total Nitrogen,2016-04-19 11:45:00,0.05,0.08,<
1867,SQ26369,Total Nitrogen,2016-06-21 11:09:00,0.071,0.08,<
1869,SQ26369,Total Nitrogen,2016-08-25 11:26:00,0.068,0.08,<
1870,SQ26369,Total Nitrogen,2016-09-27 11:03:00,0.057,0.08,<
1871,SQ26369,Total Nitrogen,2016-10-18 10:36:00,0.068,0.08,<
1873,SQ26369,Total Nitrogen,2016-12-15 08:16:00,0.066,0.08,<
1876,SQ26369,Total Nitrogen,2017-03-23 11:32:00,0.07,0.08,<
1878,SQ26369,Total Nitrogen,2017-05-23 12:19:00,0.064,0.08,<
1879,SQ26369,Total Nitrogen,2017-06-21 12:45:00,0.043,0.08,<
1880,SQ26369,Total Nitrogen,2017-07-18 11:44:00,0.066,0.08,<
1891,SQ26369,Total Nitrogen,2018-06-20 11:54:00,0.059,0.08,<
1892,SQ26369,Total Nitrogen,2018-07-17 11:53:00,0.047,0.08,<
1893,SQ26369,Total Nitrogen,2018-08-22 11:53:00,0.053,0.08,<
1895,SQ26369,Total Nitrogen,2018-10-10 10:24:00,0.068,0.08,<
1900,SQ26369,Total Nitrogen,2019-03-14 11:42:00,0.076,0.08,<
1901,SQ26369,Total Nitrogen,2019-04-15 11:29:00,0.063,0.08,<
1902,SQ26369,Total Nitrogen,2019-05-21 11:10:00,0.073,0.08,<
1903,SQ26369,Total Nitrogen,2019-06-18 12:36:00,0.077,0.08,<
1906,SQ26369,Total Nitrogen,2019-09-18 12:33:00,0.069,0.08,<
2130,SQ26932,Total Nitrogen,2014-03-06 09:15:00,0.079,0.08,<
2139,SQ26932,Total Nitrogen,2014-12-01 09:49:00,0.077,0.08,<
2141,SQ26932,Total Nitrogen,2015-02-04 09:26:00,0.071,0.08,<
2142,SQ26932,Total Nitrogen,2015-03-02 09:49:00,0.06,0.08,<
2143,SQ26932,Total Nitrogen,2015-04-07 10:07:00,0.077,0.08,<
2153,SQ26932,Total Nitrogen,2016-02-01 10:43:00,0.071,0.08,<
2154,SQ26932,Total Nitrogen,2016-03-03 13:05:00,0.072,0.08,<
2155,SQ26932,Total Nitrogen,2016-04-05 10:10:00,0.072,0.08,<
2164,SQ26932,Total Nitrogen,2017-01-10 09:40:00,0.067,0.08,<
2165,SQ26932,Total Nitrogen,2017-02-01 10:10:00,0.076,0.08,<
2166,SQ26932,Total Nitrogen,2017-03-08 10:39:00,0.078,0.08,<
2239,SQ30011,Total Nitrogen,2015-04-21 12:40:00,0.074,0.08,<
2240,SQ30011,Total Nitrogen,2015-05-27 13:39:00,0.073,0.08,<
2251,SQ30011,Total Nitrogen,2016-04-21 12:00:00,0.066,0.08,<
2252,SQ30011,Total Nitrogen,2016-05-19 12:49:00,0.069,0.08,<
2381,SQ30162,Total Nitrogen,2017-02-07 11:41:00,0.079,0.08,<
2504,SQ30175,Total Nitrogen,2017-01-10 09:09:00,0.078,0.08,<
2555,SQ30184,Total Nitrogen,2013-02-04 08:40:00,0.062,0.08,<
2556,SQ30184,Total Nitrogen,2013-04-02 08:02:00,0.076,0.08,<
2565,SQ30184,Total Nitrogen,2014-01-08 13:09:00,0.07,0.08,<
2566,SQ30184,Total Nitrogen,2014-02-05 09:35:00,0.052,0.08,<
2567,SQ30184,Total Nitrogen,2014-03-03 10:30:00,0.069,0.08,<
2568,SQ30184,Total Nitrogen,2014-04-01 09:00:00,0.057,0.08,<
2573,SQ30184,Total Nitrogen,2014-09-02 12:41:00,0.068,0.08,<
2574,SQ30184,Total Nitrogen,2014-10-01 11:55:00,0.061,0.08,<
2576,SQ30184,Total Nitrogen,2014-12-03 11:38:00,0.064,0.08,<
2577,SQ30184,Total Nitrogen,2015-01-09 11:50:00,0.056,0.08,<
2578,SQ30184,Total Nitrogen,2015-02-02 10:44:00,0.053,0.08,<
2579,SQ30184,Total Nitrogen,2015-03-05 10:57:00,0.058,0.08,<
2580,SQ30184,Total Nitrogen,2015-04-01 11:42:00,0.043,0.08,<
2586,SQ30184,Total Nitrogen,2015-10-06 12:29:00,0.078,0.08,<
2588,SQ30184,Total Nitrogen,2015-12-03 11:38:00,0.055,0.08,<
2589,SQ30184,Total Nitrogen,2016-01-12 11:58:00,0.062,0.08,<
2590,SQ30184,Total Nitrogen,2016-02-04 09:00:00,0.073,0.08,<
2591,SQ30184,Total Nitrogen,2016-03-02 11:43:00,0.041,0.08,<
2592,SQ30184,Total Nitrogen,2016-04-01 12:19:00,0.046,0.08,<
2593,SQ30184,Total Nitrogen,2016-05-04 10:55:00,0.032,0.08,<
2595,SQ30184,Total Nitrogen,2016-07-11 16:32:00,0.078,0.08,<
2598,SQ30184,Total Nitrogen,2016-10-07 12:15:00,0.079,0.08,<
2600,SQ30184,Total Nitrogen,2016-12-05 11:57:00,0.051,0.08,<
2601,SQ30184,Total Nitrogen,2017-01-10 12:52:00,0.04,0.08,<
2602,SQ30184,Total Nitrogen,2017-02-02 10:56:00,0.049,0.08,<
2603,SQ30184,Total Nitrogen,2017-03-08 13:00:00,0.044,0.08,<
2611,SQ30184,Total Nitrogen,2017-11-08 12:57:00,0.059,0.08,<
2612,SQ30184,Total Nitrogen,2017-12-11 12:57:00,0.013,0.08,<
2614,SQ30184,Total Nitrogen,2018-02-15 15:22:00,0.041,0.08,<
2615,SQ30184,Total Nitrogen,2018-03-13 13:33:00,0.071,0.08,<
2620,SQ30184,Total Nitrogen,2018-08-14 11:56:00,0.073,0.08,<
2621,SQ30184,Total Nitrogen,2018-09-14 09:55:00,0.06,0.08,<
2622,SQ30184,Total Nitrogen,2018-10-10 10:00:00,0.049,0.08,<
2625,SQ30184,Total Nitrogen,2019-01-08 10:38:00,0.057,0.08,<
2626,SQ30184,Total Nitrogen,2019-02-13 12:44:00,0.049,0.08,<
2627,SQ30184,Total Nitrogen,2019-03-12 11:57:00,0.073,0.08,<
2629,SQ30184,Total Nitrogen,2019-05-17 13:53:00,0.076,0.08,<
2634,SQ30184,Total Nitrogen,2019-10-09 12:52:00,0.058,0.08,<
2636,SQ30184,Total Nitrogen,2019-12-10 10:28:00,0.057,0.08,<
2825,SQ31018,Total Nitrogen,2013-02-14 11:30:00,0.047,0.08,<
2826,SQ31018,Total Nitrogen,2013-04-15 13:15:00,0.06,0.08,<
2827,SQ31018,Total Nitrogen,2013-05-10 12:28:00,0.079,0.08,<
2832,SQ31018,Total Nitrogen,2013-10-16 11:55:00,0.057,0.08,<
2833,SQ31018,Total Nitrogen,2013-11-20 11:50:00,0.051,0.08,<
2834,SQ31018,Total Nitrogen,2013-12-11 12:04:00,0.045,0.08,<
2835,SQ31018,Total Nitrogen,2014-01-20 11:40:00,0.05,0.08,<
2836,SQ31018,Total Nitrogen,2014-02-18 13:25:00,0.06,0.08,<
2837,SQ31018,Total Nitrogen,2014-03-12 11:15:00,0.065,0.08,<
2838,SQ31018,Total Nitrogen,2014-04-10 15:10:00,0.039,0.08,<
2843,SQ31018,Total Nitrogen,2014-09-15 12:44:00,0.076,0.08,<
2844,SQ31018,Total Nitrogen,2014-10-17 13:36:00,0.056,0.08,<
2845,SQ31018,Total Nitrogen,2014-11-19 11:11:00,0.056,0.08,<
